File_ID,English_name,Vocalization_type,Quality,Time,AM_PM,Year,Month,Day,X,Y,Quadrant
88362,Bent-beak Riffraff,song,A,?,?,2011,9,10,74,159,2
59214,Bent-beak Riffraff,song,A,?,?,2010,7,7,70,186,2
2335,Bent-beak Riffraff,song,A,?,?,1994,3,9,22,186,2
401505,Bent-beak Riffraff,song,B,?,?,2014,2,18,50,151,2
275906,Bent-beak Riffraff,song,B,?,?,1995,9,29,70,174,2
195113,Bent-beak Riffraff,song,B,?,?,2013,6,20,75,141,2
73460,Bent-beak Riffraff,song,B,?,?,2007,10,28,39,154,2
68023,Bent-beak Riffraff,song,B,?,?,2004,5,10,90,145,2
63313,Bent-beak Riffraff,song,B,?,?,2001,9,23,91,152,2
751,Bent-beak Riffraff,song,B,?,?,1996,8,10,69,169,2
102830,Bent-beak Riffraff,call,D,?,?,2012,4,0,65,179,2
30317,Bent-beak Riffraff,song,A,?,am,2009,2,6,67,143,2
254122,Blue-collared Zipper,call,B,0:00,am,2003,3,14,84,140,2
239019,Blue-collared Zipper,call,A,6:24,am,1990,12,11,68,151,2
239021,Blue-collared Zipper,call,B,6:38,am,1991,12,19,92,121,2
325753,Blue-collared Zipper,call,no score,7:00,am,2011,8,31,24,139,2
3371,Blue-collared Zipper,call,A,10:37,am,1996,6,6,32,138,2
339830,Blue-collared Zipper,call,D,10:37,am,2003,10,8,31,136,2
230054,Blue-collared Zipper,call,A,11:00,am,2003,4,16,32,135,2
131815,Blue-collared Zipper,call,C,11:00,am,2007,12,17,85,105,2
326977,Blue-collared Zipper,call,D,11:30,am,2016,5,27,95,141,2
251568,Blue-collared Zipper,call,B,13:20,pm,2004,11,10,80,132,2
12273,Blue-collared Zipper,call,C,13:33,pm,2003,4,8,23,138,2
74191,Blue-collared Zipper,song,B,15:20,pm,2006,10,3,82,138,2
183581,Blue-collared Zipper,call,A,18:00,pm,2014,5,24,31,136,2
230056,Blue-collared Zipper,call,B,18:00,pm,2000,7,28,67,156,2
189831,Blue-collared Zipper,call,A,18:30,pm,2014,7,31,84,138,2
30074,Blue-collared Zipper,call,A,?,?,2004,6,10,64,147,2
44224,Blue-collared Zipper,?,B,?,?,2007,12,0,73,140,2
317206,Bombadil,call,A,2:30,am,2016,5,14,71,143,2
318258,Bombadil,call,C,3:30,am,2016,5,17,73,140,2
206157,Bombadil,song,A,5:00,am,2014,6,13,66,154,2
153344,Bombadil,song,B,5:00,am,2013,6,10,71,156,2
185521,Bombadil,song,A,5:18,am,2014,6,6,66,135,2
185518,Bombadil,song,A,5:24,am,2014,6,6,70,140,2
160622,Bombadil,song,B,5:34,am,2013,5,28,56,130,2
13792,Bombadil,song,A,5:45,am,2007,6,9,84,179,2
177472,Bombadil,song,A,6:00,am,2014,5,6,67,154,2
177471,Bombadil,song,A,6:00,am,2014,5,6,73,144,2
206183,Bombadil,song,B,6:00,am,2014,6,13,58,131,2
278928,Bombadil,call,B,6:30,am,2015,9,10,75,136,2
394751,Bombadil,"""call, song""",A,6:50,am,2017,7,3,79,144,2
372594,Bombadil,song,A,7:00,am,2017,5,20,69,150,2
199590,Bombadil,call,B,7:00,am,2014,7,18,84,152,2
153879,Bombadil,call,B,7:00,am,2013,7,23,72,140,2
153038,Bombadil,song,B,7:00,am,2013,6,26,57,151,2
137968,Bombadil,song,C,7:00,am,2013,6,9,81,129,2
278827,Bombadil,call,B,7:04,am,2015,9,12,72,154,2
278828,Bombadil,call,B,7:07,am,2015,9,12,57,158,2
315032,Bombadil,call,C,7:07,am,2016,4,24,69,147,2
155548,Bombadil,song,A,7:30,am,2013,5,19,64,146,2
43642,Bombadil,song,E,7:30,am,2009,6,20,78,154,2
326730,Bombadil,call,B,7:32,am,2016,6,18,61,158,2
160543,Bombadil,song,A,7:42,am,2013,5,21,65,134,2
153037,Bombadil,song,B,8:00,am,2013,6,25,85,156,2
253399,Bombadil,song,B,8:07,am,2015,5,31,77,150,2
296896,Bombadil,"""call, song""",C,8:33,am,2012,5,18,70,130,2
296892,Bombadil,call,B,8:35,am,2012,5,18,65,149,2
278925,Bombadil,call,B,8:38,am,2015,9,12,58,163,2
59146,Bombadil,song,A,8:40,am,2010,5,7,67,161,2
147289,Bombadil,call,A,8:44,am,2013,9,4,74,156,2
313534,Bombadil,song,B,9:00,am,2016,4,22,83,139,2
131789,Bombadil,song,C,9:00,am,2013,4,22,66,144,2
337963,Bombadil,call,B,9:01,am,2016,7,1,74,141,2
337964,Bombadil,call,C,9:07,am,2016,7,1,92,134,2
216402,Bombadil,call,D,9:22,am,2013,9,14,71,163,2
216399,Bombadil,call,D,9:22,am,2013,9,14,71,157,2
100089,Bombadil,song,A,9:30,am,2012,4,22,81,164,2
237361,Bombadil,song,B,9:30,am,2015,4,26,68,163,2
100088,Bombadil,song,B,9:30,am,2012,4,22,68,152,2
100087,Bombadil,song,B,9:30,am,2012,4,22,75,149,2
100086,Bombadil,song,B,9:30,am,2012,4,22,71,151,2
389979,Bombadil,call,A,9:34,am,2017,5,27,86,136,2
296888,Bombadil,"""call, song""",A,9:42,am,2012,5,18,71,143,2
178244,Bombadil,"""call, song""",A,10:00,am,2014,5,14,64,152,2
328931,Bombadil,song,B,10:00,am,2015,6,9,80,146,2
179960,Bombadil,call,B,10:03,am,2014,5,24,73,152,2
179961,Bombadil,song,B,10:13,am,2014,5,24,61,163,2
179962,Bombadil,call,B,10:25,am,2014,5,24,72,154,2
314099,Bombadil,song,B,10:30,am,2016,4,28,74,136,2
48268,Bombadil,song,A,10:40,am,2010,5,2,83,135,2
48651,Bombadil,song,A,11:00,am,2010,5,4,67,153,2
101450,Bombadil,song,B,11:10,am,2012,5,10,75,143,2
313482,Bombadil,song,A,11:30,am,2016,4,23,68,144,2
182689,Bombadil,call,A,11:35,am,2014,5,25,69,155,2
67480,Bombadil,song,B,11:37,am,2010,5,23,68,154,2
296887,Bombadil,"""call, song""",B,11:53,am,2011,5,18,77,140,2
296886,Bombadil,song,A,11:57,am,2011,5,18,74,133,2
314298,Bombadil,song,A,12:30,pm,2016,4,30,66,154,2
176638,Bombadil,call,D,12:30,pm,2013,10,12,65,148,2
296884,Bombadil,"""call, song""",B,12:46,pm,2011,5,18,75,130,2
296885,Bombadil,call,C,12:46,pm,2011,5,18,73,141,2
296883,Bombadil,song,A,13:21,pm,2011,5,29,78,156,2
59127,Bombadil,song,A,14:20,pm,2010,5,4,68,160,2
319716,Bombadil,song,B,15:00,pm,2016,5,29,69,155,2
317040,Bombadil,song,B,15:00,pm,2016,5,7,73,142,2
337314,Bombadil,song,C,15:15,pm,2015,5,29,73,158,2
373488,Bombadil,song,A,15:30,pm,2017,6,1,69,154,2
333314,Bombadil,song,A,16:03,pm,2016,6,25,80,137,2
356871,Bombadil,song,C,16:30,pm,2015,6,25,72,165,2
100143,Bombadil,song,C,16:35,pm,2012,4,30,77,133,2
292085,Bombadil,song,A,17:00,pm,2008,5,18,58,165,2
381413,Bombadil,song,A,17:03,pm,2017,6,1,78,156,2
381414,Bombadil,song,A,17:04,pm,2017,6,1,78,136,2
318350,Bombadil,song,A,17:25,pm,2016,5,24,67,144,2
388171,Bombadil,call,B,17:28,pm,2017,5,20,72,142,2
388172,Bombadil,song,A,17:31,pm,2017,5,20,69,154,2
160803,Bombadil,song,B,17:51,pm,2013,6,21,67,156,2
180230,Bombadil,song,A,18:00,pm,2014,5,28,85,145,2
254449,Bombadil,"""call, song""",B,18:00,pm,2015,6,28,67,153,2
246110,Bombadil,song,B,18:00,pm,2015,5,26,74,165,2
180228,Bombadil,song,C,18:00,pm,2014,5,28,72,138,2
132418,Bombadil,song,E,18:10,pm,2013,5,3,88,142,2
246111,Bombadil,song,D,18:20,pm,2015,5,26,64,131,2
246112,Bombadil,song,A,18:45,pm,2015,5,26,77,135,2
95114,Bombadil,call,B,19:15,pm,2011,8,8,79,147,2
185812,Bombadil,song,A,20:17,pm,2014,6,6,57,154,2
185819,Bombadil,"""call, song""",B,20:19,pm,2014,6,6,89,158,2
185815,Bombadil,song,A,20:30,pm,2014,6,6,70,160,2
185821,Bombadil,song,B,20:56,pm,2014,6,6,70,155,2
185817,Bombadil,song,B,21:29,pm,2014,6,6,82,148,2
50596,Bombadil,song,A,?,?,2007,2,12,86,131,2
50610,Bombadil,song,B,?,?,2006,3,15,71,162,2
50609,Bombadil,song,B,?,?,2007,3,16,70,144,2
50608,Bombadil,song,B,?,?,2006,3,15,68,155,2
50607,Bombadil,song,B,?,?,2006,3,15,70,166,2
50606,Bombadil,song,B,?,?,2005,3,11,75,135,2
50605,Bombadil,song,B,?,?,2005,3,27,72,140,2
50604,Bombadil,song,B,?,?,2006,3,10,89,138,2
50602,Bombadil,song,B,?,?,2007,2,12,66,170,2
50601,Bombadil,song,B,?,?,2006,3,18,69,165,2
50600,Bombadil,song,B,?,?,2006,3,15,91,140,2
50599,Bombadil,song,B,?,?,2006,3,15,74,139,2
50598,Bombadil,song,B,?,?,2005,3,10,80,145,2
50597,Bombadil,song,B,?,?,2006,3,15,61,134,2
50595,Bombadil,song,B,?,?,2006,3,14,76,172,2
50594,Bombadil,song,B,?,?,2006,3,15,72,148,2
50593,Bombadil,song,B,?,?,2006,3,15,72,155,2
50592,Bombadil,song,B,?,?,2006,3,15,72,149,2
50591,Bombadil,song,B,?,?,2007,2,12,60,119,2
50590,Bombadil,song,B,?,?,2006,3,15,73,141,2
50588,Bombadil,song,B,?,?,2006,3,15,81,139,2
50586,Bombadil,song,B,?,?,2007,2,12,90,111,2
31206,Bombadil,call,B,?,?,2008,6,19,84,139,2
31205,Bombadil,call,B,?,?,2008,6,19,78,137,2
31204,Bombadil,song,B,?,?,2008,6,13,82,138,2
31203,Bombadil,"""call, song""",B,?,?,2008,6,13,69,152,2
31202,Bombadil,song,B,?,?,2008,6,13,74,134,2
31049,Bombadil,song,B,?,?,2008,5,29,74,141,2
31047,Bombadil,song,B,?,?,2008,5,29,71,156,2
1366,Bombadil,song,B,?,?,2003,4,29,84,142,2
31207,Bombadil,call,C,?,?,2008,6,19,66,150,2
31046,Bombadil,song,C,?,?,2008,5,29,69,155,2
31042,Bombadil,call,C,?,?,2008,5,29,78,155,2
31041,Bombadil,call,C,?,?,2008,5,29,78,137,2
101415,Bombadil,call,E,?,pm,2012,5,13,64,158,2
101243,Broad-winged Jojo,song,B,5:15,am,2012,5,16,36,141,2
319446,Broad-winged Jojo,song,B,5:44,am,2016,5,30,33,152,2
196882,Broad-winged Jojo,call,B,6:30,am,2014,8,25,79,132,2
13689,Broad-winged Jojo,song,A,7:32,am,2007,6,4,61,156,2
262816,Broad-winged Jojo,call,A,8:00,am,2015,7,18,40,132,2
139568,Broad-winged Jojo,call,A,8:00,am,2013,6,23,92,133,2
192536,Broad-winged Jojo,call,A,8:34,am,2014,6,14,56,145,2
179051,Broad-winged Jojo,?,B,9:00,am,2014,5,9,70,143,2
253355,Broad-winged Jojo,call,B,9:30,am,2015,6,6,79,130,2
33564,Broad-winged Jojo,"""call, song""",A,10:00,am,2009,4,27,87,132,2
255840,Broad-winged Jojo,call,B,10:00,am,2015,7,5,70,157,2
164748,Broad-winged Jojo,song,B,11:09,am,2012,5,10,10,147,2
142861,Broad-winged Jojo,song,B,18:00,pm,2013,6,16,75,145,2
194599,Broad-winged Jojo,call,B,20:08,pm,2014,7,30,33,140,2
51531,Broad-winged Jojo,song,A,?,?,2005,5,10,77,140,2
55153,Canadian Cootamum,?,C,2:39,am,2010,4,2,21,132,2
325435,Canadian Cootamum,call,B,4:30,am,2016,5,14,38,136,2
181303,Canadian Cootamum,call,C,4:30,am,2014,5,31,21,137,2
388694,Canadian Cootamum,call,A,6:00,am,2016,5,1,32,125,2
388693,Canadian Cootamum,call,A,6:00,am,2016,5,1,31,138,2
202087,Canadian Cootamum,?,B,6:00,am,2014,11,10,40,134,2
72511,Canadian Cootamum, call,C,6:01,am,2011,2,27,39,126,2
125207,Canadian Cootamum,call,B,6:27,am,2013,3,16,28,135,2
243586,Canadian Cootamum,call,A,6:30,am,2015,3,16,30,132,2
217766,Canadian Cootamum,call,A,6:30,am,2015,3,15,38,142,2
311816,Canadian Cootamum,call,D,6:30,am,2016,3,25,40,129,2
31011,Canadian Cootamum,?,D,6:30,am,2008,4,10,30,129,2
31010,Canadian Cootamum,song,D,6:30,am,2008,4,10,32,136,2
166584,Canadian Cootamum,call,A,6:40,am,2014,2,8,34,135,2
272302,Canadian Cootamum,call,B,6:45,am,2015,2,10,83,145,2
216516,Canadian Cootamum,call,B,6:48,am,2014,2,2,41,137,2
216509,Canadian Cootamum,call,B,6:48,am,2014,2,2,32,136,2
243587,Canadian Cootamum,call,A,7:00,am,2015,3,13,85,133,2
237821,Canadian Cootamum,song,C,10:00,am,2015,4,28,24,124,2
301714,Canadian Cootamum,call,B,18:00,pm,2016,1,29,32,134,2
301715,Canadian Cootamum,call,C,18:00,pm,2016,1,29,22,136,2
306856,Canadian Cootamum,call,B,18:15,pm,2016,3,12,33,135,2
358026,Canadian Cootamum,call,B,18:21,pm,2017,3,5,30,146,2
217781,Canadian Cootamum,call,D,18:25,pm,2015,2,8,43,124,2
358027,Canadian Cootamum,call,A,18:28,pm,2017,3,5,76,151,2
217792,Canadian Cootamum,call,C,18:28,pm,2015,2,8,31,134,2
217801,Canadian Cootamum,call,C,18:29,pm,2015,2,8,64,157,2
360916,Canadian Cootamum,call,A,18:30,pm,2017,3,22,52,168,2
217815,Canadian Cootamum,call,A,18:30,pm,2015,2,8,32,136,2
358052,Canadian Cootamum,call,B,18:30,pm,2017,3,5,26,141,2
217817,Canadian Cootamum,call,B,18:30,pm,2015,2,8,30,128,2
31861,Canadian Cootamum,?,C,18:34,pm,2009,3,7,38,144,2
217832,Canadian Cootamum,call,B,18:35,pm,2015,2,8,30,144,2
217831,Canadian Cootamum,call,C,18:35,pm,2015,2,8,36,134,2
167153,Canadian Cootamum,song,B,18:56,pm,2014,2,7,30,139,2
362651,Canadian Cootamum,call,A,19:00,pm,2017,4,2,37,129,2
318915,Canadian Cootamum,call,B,19:00,pm,2015,3,28,33,137,2
45508,Canadian Cootamum,call,B,19:10,pm,2010,3,16,33,134,2
312946,Canadian Cootamum,call,B,19:30,pm,2016,4,18,36,135,2
312954,Canadian Cootamum,call,D,19:30,pm,2016,4,18,71,145,2
75443,Canadian Cootamum,song,D,19:40,pm,2010,3,24,32,137,2
138054,Canadian Cootamum,?,B,19:44,pm,2013,3,11,36,140,2
129225,Canadian Cootamum,call,C,19:45,pm,2013,4,8,36,139,2
218671,Canadian Cootamum,call,A,20:00,pm,2015,3,20,25,146,2
96744,Canadian Cootamum,song,A,20:00,pm,2012,3,13,44,158,2
96743,Canadian Cootamum,song,A,20:00,pm,2012,3,13,35,149,2
96741,Canadian Cootamum,song,A,20:00,pm,2012,3,13,58,157,2
370196,Canadian Cootamum,call,B,20:00,pm,2017,5,12,13,127,2
236020,Canadian Cootamum,call,C,20:00,pm,2015,4,14,32,135,2
404839,Canadian Cootamum,call,E,20:00,pm,2017,6,5,50,134,2
363105,Canadian Cootamum,song,A,20:05,pm,2017,4,5,32,148,2
171994,Canadian Cootamum,"""call, song""",B,20:15,pm,2014,3,26,36,124,2
171991,Canadian Cootamum,"""call, song""",B,20:15,pm,2014,3,26,38,135,2
93791,Canadian Cootamum,call,B,20:19,pm,2012,1,29,72,131,2
93790,Canadian Cootamum,call,C,20:19,pm,2012,1,29,34,137,2
305888,Canadian Cootamum,call,A,20:23,pm,2011,5,25,41,125,2
133048,Canadian Cootamum,call,B,20:27,pm,2012,4,6,34,138,2
313736,Canadian Cootamum,song,A,20:30,pm,2016,4,22,35,136,2
309337,Canadian Cootamum,call,A,20:30,pm,2016,3,28,28,144,2
237375,Canadian Cootamum,song,A,20:30,pm,2015,4,25,76,159,2
77262,Canadian Cootamum,song,A,20:30,pm,2011,2,17,39,141,2
313737,Canadian Cootamum,song,B,20:30,pm,2016,4,22,63,147,2
134501,Canadian Cootamum,call,B,20:40,pm,2013,5,17,23,144,2
99969,Canadian Cootamum,call,B,20:52,pm,2012,4,27,26,149,2
15171,Canadian Cootamum,call,B,20:52,pm,2007,5,23,35,137,2
15173,Canadian Cootamum,call,B,20:58,pm,2007,5,23,38,139,2
51754,Canadian Cootamum,song,A,21:00,pm,2009,3,14,28,114,2
305896,Canadian Cootamum,call,C,21:03,pm,2011,5,25,75,140,2
306348,Canadian Cootamum,call,B,21:05,pm,2011,5,28,43,162,2
133923,Canadian Cootamum,call,B,21:08,pm,2013,5,16,32,138,2
78342,Canadian Cootamum,call,A,21:38,pm,2011,5,15,31,137,2
96742,Canadian Cootamum,song,D,20:00,pm,2012,3,13,24,135,2
51755,Canadian Cootamum,song,C,21:00,pm,2009,3,14,73,156,2
162716,Carries Champagne Pipit,call,A,7:59,am,2013,6,9,77,129,2
267498,Carries Champagne Pipit,call,B,9:00,am,2015,4,7,85,152,2
91293,Carries Champagne Pipit,call,B,9:00,am,2011,12,9,29,103,2
111932,Carries Champagne Pipit,call,C,9:03,am,2012,10,22,67,140,2
24785,Carries Champagne Pipit,call,B,9:30,am,2008,11,29,73,158,2
113403,Carries Champagne Pipit,song,B,10:10,am,2012,7,1,86,132,2
338521,Carries Champagne Pipit,call,B,10:15,am,2016,10,15,91,125,2
337676,Carries Champagne Pipit,call,B,10:25,am,2016,10,1,82,157,2
380344,Carries Champagne Pipit,call,B,11:00,am,2017,5,12,91,140,2
380150,Carries Champagne Pipit,song,B,11:00,am,2017,5,12,28,137,2
97418,Carries Champagne Pipit,call,A,11:30,am,2012,1,8,56,123,2
166440,Carries Champagne Pipit,call,D,11:30,am,2005,10,9,32,137,2
392818,Carries Champagne Pipit,call,B,12:37,pm,2014,12,14,67,166,2
353842,Carries Champagne Pipit,call,A,?,?,2015,10,4,40,159,2
90340,Carries Champagne Pipit,call,B,?,am,2011,11,18,34,137,2
374320,Darkwing Sparrow,call,A,0:30,am,2017,5,27,58,141,2
388296,Darkwing Sparrow,song,A,5:30,am,2017,9,30,78,136,2
264941,Darkwing Sparrow,call,A,5:30,am,2014,6,2,57,125,2
344328,Darkwing Sparrow,song,A,5:34,am,2016,5,5,76,138,2
240215,Darkwing Sparrow,song,A,6:00,am,2015,4,28,70,154,2
384567,Darkwing Sparrow,song,A,6:17,am,2017,4,14,71,139,2
344336,Darkwing Sparrow,call,A,6:35,am,2016,5,7,14,147,2
209059,Darkwing Sparrow,song,A,6:44,am,2014,5,1,58,160,2
349814,Darkwing Sparrow,song,A,7:00,am,2007,5,20,85,127,2
253313,Darkwing Sparrow,song,A,7:00,am,2015,6,21,57,151,2
236834,Darkwing Sparrow,"""call, song""",A,7:00,am,2015,4,19,59,154,2
236476,Darkwing Sparrow,"""call, song""",A,7:00,am,2015,4,18,72,139,2
239375,Darkwing Sparrow,"""call, song""",A,7:02,am,2015,4,28,72,134,2
384488,Darkwing Sparrow,"""call, song""",A,7:05,am,2017,3,26,59,146,2
384490,Darkwing Sparrow,call,A,7:10,am,2017,3,26,69,140,2
382524,Darkwing Sparrow,call,A,8:20,am,2017,7,26,97,125,2
192305,Darkwing Sparrow,"""call, song""",A,8:22,am,2014,4,24,69,158,2
192306,Darkwing Sparrow,"""call, song""",A,8:28,am,2014,4,24,78,149,2
281739,Darkwing Sparrow,song,A,8:30,am,2007,2,4,83,136,2
237290,Darkwing Sparrow,call,A,8:30,am,2015,4,25,72,151,2
237289,Darkwing Sparrow,call,A,8:30,am,2015,4,25,84,153,2
385838,Darkwing Sparrow,call,A,9:00,am,2015,6,12,81,139,2
233433,Darkwing Sparrow,"""call, song""",A,9:15,am,1999,1,6,69,157,2
245732,Darkwing Sparrow,song,A,10:00,am,2015,5,24,91,142,2
324840,Darkwing Sparrow,"""call, song""",A,10:15,am,2016,6,25,82,135,2
364541,Darkwing Sparrow,call,A,10:30,am,2016,9,24,24,132,2
246976,Darkwing Sparrow,?,A,11:00,am,2015,5,19,75,158,2
215043,Darkwing Sparrow,call,A,11:30,am,2015,2,28,73,139,2
325716,Darkwing Sparrow,song,A,11:43,am,2015,4,6,70,180,2
402356,Darkwing Sparrow,call,A,12:05,pm,2018,2,9,69,149,2
402357,Darkwing Sparrow,call,A,12:06,pm,2018,2,9,74,149,2
404159,Darkwing Sparrow,call,A,13:00,pm,2018,1,27,12,136,2
197467,Darkwing Sparrow,call,A,13:49,pm,2014,7,28,78,148,2
303718,Darkwing Sparrow,call,A,14:36,pm,2016,2,7,77,141,2
210466,Darkwing Sparrow,song,A,15:00,pm,2015,1,17,73,151,2
208395,Darkwing Sparrow,call,A,15:17,pm,2014,4,16,56,153,2
210486,Darkwing Sparrow,call,A,15:40,pm,2015,1,17,73,157,2
194222,Darkwing Sparrow,call,A,17:00,pm,2003,6,18,69,159,2
281740,Darkwing Sparrow,call,A,20:35,pm,2007,5,12,78,135,2
213467,Darkwing Sparrow,call,A,?,?,1986,5,3,74,146,2
179719,Eastern Corn Skeet,song,B,4:45,am,2014,5,24,84,128,2
244579,Eastern Corn Skeet,song,B,5:05,am,2015,5,16,85,131,2
178126,Eastern Corn Skeet,song,A,5:20,am,2014,5,11,32,141,2
179720,Eastern Corn Skeet,call,A,5:28,am,2014,5,24,84,121,2
370485,Eastern Corn Skeet,song,A,5:35,am,2017,5,12,29,138,2
49875,Eastern Corn Skeet,song,A,5:50,am,2010,5,6,81,115,2
314951,Eastern Corn Skeet,song,no score,6:00,am,2016,4,19,80,126,2
184378,Eastern Corn Skeet,song,B,6:34,am,2012,5,17,89,127,2
137102,Eastern Corn Skeet,call,D,6:50,am,2012,6,4,69,140,2
376069,Eastern Corn Skeet,song,A,7:00,am,2017,6,6,87,131,2
165234,Eastern Corn Skeet,call,B,7:00,am,2014,1,22,83,130,2
184379,Eastern Corn Skeet,call,B,7:15,am,2013,11,16,70,140,2
184376,Eastern Corn Skeet,call,no score,7:30,am,2014,4,11,70,154,2
184377,Eastern Corn Skeet,call,B,7:30,am,2014,4,12,80,130,2
100556,Eastern Corn Skeet,song,B,7:30,am,2012,5,4,83,126,2
100555,Eastern Corn Skeet,song,B,7:30,am,2012,5,4,84,132,2
124445,Eastern Corn Skeet,song,C,7:30,am,2005,12,15,86,132,2
100108,Eastern Corn Skeet,call,C,7:30,am,2012,4,30,60,114,2
344645,Eastern Corn Skeet,call,B,7:44,am,2016,11,29,82,132,2
355083,Eastern Corn Skeet,call,no score,8:00,am,2017,2,5,92,132,2
317839,Eastern Corn Skeet,call,no score,8:00,am,2016,5,22,85,133,2
170055,Eastern Corn Skeet,song,B,8:00,am,2014,3,15,88,129,2
344280,Eastern Corn Skeet,call,A,8:01,am,2016,11,27,31,134,2
318747,Eastern Corn Skeet,call,A,8:10,am,2016,5,22,93,129,2
316236,Eastern Corn Skeet,song,A,8:30,am,2015,4,11,94,132,2
161099,Eastern Corn Skeet,"""call, song""",A,8:53,am,2013,12,5,85,124,2
111141,Eastern Corn Skeet,song,B,9:00,am,2012,10,13,85,132,2
296933,Eastern Corn Skeet,call,C,9:00,am,2015,12,20,83,131,2
99544,Eastern Corn Skeet,call,A,9:06,am,2012,3,30,40,141,2
278232,Eastern Corn Skeet,song,C,9:35,am,2015,5,18,90,137,2
179848,Eastern Corn Skeet,song,B,9:37,am,2014,5,24,92,134,2
150242,Eastern Corn Skeet,song,B,9:41,am,2013,10,8,88,124,2
134509,Eastern Corn Skeet,call,B,9:52,am,2013,5,19,89,127,2
137100,Eastern Corn Skeet,call,C,10:00,am,2011,5,13,94,138,2
363519,Eastern Corn Skeet,call,A,10:30,am,2017,4,8,93,139,2
52453,Eastern Corn Skeet,call,B,10:30,am,2009,6,0,84,132,2
208942,Eastern Corn Skeet,song,B,10:32,am,2014,11,26,77,129,2
14858,Eastern Corn Skeet,"""call, song""",A,10:50,am,2007,4,20,86,114,2
14856,Eastern Corn Skeet,call,A,10:50,am,2007,4,20,82,119,2
138039,Eastern Corn Skeet,song,B,11:00,am,2013,6,11,86,131,2
354815,Eastern Corn Skeet,call,A,11:30,am,2017,1,15,93,129,2
373508,Eastern Corn Skeet,song,B,11:30,am,2017,5,3,91,119,2
103279,Eastern Corn Skeet,song,C,11:30,am,2012,6,4,85,133,2
103278,Eastern Corn Skeet,song,C,11:30,am,2012,6,4,34,138,2
368084,Eastern Corn Skeet,song,C,11:54,am,2013,6,21,83,133,2
308402,Eastern Corn Skeet,song,A,12:00,pm,2016,3,22,71,114,2
176000,Eastern Corn Skeet,song,B,12:30,pm,2014,4,15,84,130,2
151543,Eastern Corn Skeet,call,C,13:30,pm,2013,10,16,85,128,2
286376,Eastern Corn Skeet,call,C,14:00,pm,2015,10,15,37,115,2
149935,Eastern Corn Skeet,call,D,14:20,pm,2013,10,6,69,139,2
378993,Eastern Corn Skeet,call,A,14:27,pm,2017,7,3,86,123,2
191964,Eastern Corn Skeet,song,B,14:45,pm,2012,3,28,87,128,2
235428,Eastern Corn Skeet,song,C,15:00,pm,2015,4,12,85,127,2
137101,Eastern Corn Skeet,song,C,16:30,pm,2011,7,20,79,156,2
137835,Eastern Corn Skeet,call,C,16:52,pm,2013,6,8,39,112,2
5130,Eastern Corn Skeet,call,B,17:30,pm,2005,12,30,87,132,2
375493,Eastern Corn Skeet,call,A,18:30,pm,2017,5,17,85,131,2
310072,Eastern Corn Skeet,call,B,18:30,pm,2016,3,30,78,129,2
316544,Eastern Corn Skeet,call,C,19:40,pm,2016,5,12,84,130,2
321819,Eastern Corn Skeet,song,B,19:58,pm,2016,6,9,84,128,2
323217,Eastern Corn Skeet,song,no score,20:48,pm,2016,6,19,84,123,2
124070,Eastern Corn Skeet,call,B,21:30,pm,2012,10,28,87,133,2
49046,Eastern Corn Skeet,song,A,?,?,2010,5,10,64,149,2
1376,Eastern Corn Skeet,song,A,?,?,2003,11,27,96,124,2
1375,Eastern Corn Skeet,call,A,?,?,2004,11,30,87,136,2
31294,Eastern Corn Skeet,song,B,?,?,2008,6,12,32,136,2
31295,Eastern Corn Skeet,song,C,?,?,2008,6,12,82,126,2
17168,Eastern Corn Skeet,call,C,?,?,2007,7,7,85,133,2
387945,Green-tipped Scarlet Pipit,song,B,6:00,am,2017,9,3,86,130,2
14729,Green-tipped Scarlet Pipit,?,B,6:12,am,2006,11,30,27,138,2
286369,Green-tipped Scarlet Pipit,song,no score,6:30,am,2015,10,20,68,152,2
358825,Green-tipped Scarlet Pipit,song,A,6:42,am,2016,9,25,85,133,2
196407,Green-tipped Scarlet Pipit,song,A,7:00,am,2014,9,3,83,131,2
81027,Green-tipped Scarlet Pipit,?,A,7:00,am,1999,6,28,88,143,2
72980,Green-tipped Scarlet Pipit,song,B,7:25,am,2010,8,30,32,126,2
11743,Green-tipped Scarlet Pipit,song,B,8:00,am,2007,3,17,27,147,2
393881,Green-tipped Scarlet Pipit,call,C,8:00,am,2017,11,20,32,135,2
62446,Green-tipped Scarlet Pipit,song,A,8:05,am,2010,8,31,18,140,2
11825,Green-tipped Scarlet Pipit,song,B,8:11,am,2006,9,12,27,146,2
359165,Green-tipped Scarlet Pipit,song,no score,8:30,am,2017,3,11,75,151,2
340294,Green-tipped Scarlet Pipit,song,A,8:30,am,2016,10,26,72,136,2
388441,Green-tipped Scarlet Pipit,song,B,8:30,am,2017,9,29,90,134,2
388119,Green-tipped Scarlet Pipit,song,B,8:30,am,2017,9,10,81,147,2
4598,Green-tipped Scarlet Pipit,song,B,8:30,am,2004,8,16,12,139,2
15832,Green-tipped Scarlet Pipit,call,D,8:34,am,2007,8,8,26,147,2
70075,Green-tipped Scarlet Pipit,song,B,8:45,am,2006,3,12,40,145,2
11415,Green-tipped Scarlet Pipit,?,B,8:45,am,2007,1,23,32,127,2
22520,Green-tipped Scarlet Pipit,song,B,8:52,am,2008,7,15,35,148,2
