File_ID,English_name,Vocalization_type,Quality,Hour,AM_PM,Year,Month,Day,X,Y
364541,DAR,call,A,10,am,2016,9,24,24,132
380358,DAR,"""call, song""",A,10,am,2017,6,4,43,63
364247,DAR,"""call, song""",A,11,am,2017,3,24,40,62
246976,DAR,?,A,11,am,2015,5,19,75,158
400941,DAR,song,A,11,am,2018,1,4,140,150
215043,DAR,call,A,11,am,2015,2,28,73,139
325709,DAR,"""call, song""",A,11,am,2015,2,22,65,77
325716,DAR,song,A,11,am,2015,4,6,70,180
402355,DAR,call,A,12,pm,2018,2,9,62,75
402356,DAR,call,A,12,pm,2018,2,9,69,149
402357,DAR,call,A,12,pm,2018,2,9,74,149
383533,DAR,call,A,12,pm,2016,10,2,124,124
404159,DAR,call,A,13,pm,2018,1,27,12,136
367543,DAR,call,A,13,pm,2017,5,3,24,72
402159,DAR,call,A,13,pm,2018,2,7,54,73
197467,DAR,call,A,13,pm,2014,7,28,78,148
392775,DAR,call,A,14,pm,2016,1,8,139,49
303718,DAR,call,A,14,pm,2016,2,7,77,141
383538,DAR,song,A,14,pm,2017,1,25,138,118
392772,DAR,call,A,14,pm,2014,4,21,28,69
210466,DAR,song,A,15,pm,2015,1,17,73,151
208395,DAR,call,A,15,pm,2014,4,16,56,153
210486,DAR,call,A,15,pm,2015,1,17,73,157
381202,DAR,call,A,16,pm,2017,4,11,63,79
344302,DAR,call,A,16,pm,2015,6,7,47,63
194222,DAR,call,A,17,pm,2003,6,18,69,159
344306,DAR,call,A,17,pm,2015,6,7,38,59
361303,DAR,call,A,18,pm,2017,3,25,37,73
377560,DAR,call,A,20,pm,2017,6,27,37,73
377559,DAR,call,A,20,pm,2017,6,27,46,63
281740,DAR,call,A,20,pm,2007,5,12,78,135
179719,EAS,song,B,4,am,2014,5,24,84,128
244579,EAS,song,B,5,am,2015,5,16,85,131
178126,EAS,song,A,5,am,2014,5,11,32,141
179720,EAS,call,A,5,am,2014,5,24,84,121
57258,EAS,song,A,5,am,2010,6,7,55,68
370485,EAS,song,A,5,am,2017,5,12,29,138
49875,EAS,song,A,5,am,2010,5,6,81,115
314951,EAS,song,no score,6,am,2016,4,19,80,126
388696,EAS,song,A,6,am,2016,4,30,121,127
99547,EAS,song,B,6,am,2012,4,15,50,65
132866,EAS,song,A,6,am,2013,5,6,142,154
184378,EAS,song,B,6,am,2012,5,17,89,127
137102,EAS,call,D,6,am,2012,6,4,69,140
376069,EAS,song,A,7,am,2017,6,6,87,131
165234,EAS,call,B,7,am,2014,1,22,83,130
184379,EAS,call,B,7,am,2013,11,16,70,140
184376,EAS,call,no score,7,am,2014,4,11,70,154
184377,EAS,call,B,7,am,2014,4,12,80,130
100556,EAS,song,B,7,am,2012,5,4,83,126
100555,EAS,song,B,7,am,2012,5,4,84,132
124445,EAS,song,C,7,am,2005,12,15,86,132
100108,EAS,call,C,7,am,2012,4,30,60,114
344645,EAS,call,B,7,am,2016,11,29,82,132
160470,EAS,song,B,7,am,2013,5,18,123,108
355083,EAS,call,no score,8,am,2017,2,5,92,132
317839,EAS,call,no score,8,am,2016,5,22,85,133
170055,EAS,song,B,8,am,2014,3,15,88,129
344280,EAS,call,A,8,am,2016,11,27,31,134
318747,EAS,call,A,8,am,2016,5,22,93,129
316236,EAS,song,A,8,am,2015,4,11,94,132
302533,EAS,"""call, song""",B,8,am,2016,2,6,57,88
182331,EAS,song,B,8,am,2002,4,30,46,56
161099,EAS,"""call, song""",A,8,am,2013,12,5,85,124
111143,EAS,song,B,9,am,2012,10,13,100,139
111142,EAS,song,B,9,am,2012,10,13,155,156
111141,EAS,song,B,9,am,2012,10,13,85,132
296933,EAS,call,C,9,am,2015,12,20,83,131
99544,EAS,call,A,9,am,2012,3,30,40,141
10175,EAS,song,A,9,am,2006,5,14,152,165
173954,EAS,song,A,9,am,2014,4,12,127,119
278231,EAS,song,B,9,am,2015,5,18,118,118
278232,EAS,song,C,9,am,2015,5,18,90,137
179848,EAS,song,B,9,am,2014,5,24,92,134
150242,EAS,song,B,9,am,2013,10,8,88,124
134509,EAS,call,B,9,am,2013,5,19,89,127
385024,EAS,song,A,10,am,2017,5,11,65,90
137100,EAS,call,C,10,am,2011,5,13,94,138
376425,EAS,song,A,10,am,2017,6,18,47,36
363519,EAS,call,A,10,am,2017,4,8,93,139
52453,EAS,call,B,10,am,2009,6,0,84,132
52451,EAS,song,B,10,am,2008,5,11,159,152
208942,EAS,song,B,10,am,2014,11,26,77,129
396262,EAS,song,C,10,am,2017,12,17,147,157
14858,EAS,"""call, song""",A,10,am,2007,4,20,86,114
14857,EAS,"""call, song""",A,10,am,2007,4,20,136,100
14856,EAS,call,A,10,am,2007,4,20,82,119
138039,EAS,song,B,11,am,2013,6,11,86,131
354815,EAS,call,A,11,am,2017,1,15,93,129
373508,EAS,song,B,11,am,2017,5,3,91,119
103279,EAS,song,C,11,am,2012,6,4,85,133
103278,EAS,song,C,11,am,2012,6,4,34,138
368084,EAS,song,C,11,am,2013,6,21,83,133
308402,EAS,song,A,12,pm,2016,3,22,71,114
176000,EAS,song,B,12,pm,2014,4,15,84,130
151543,EAS,call,C,13,pm,2013,10,16,85,128
286376,EAS,call,C,14,pm,2015,10,15,37,115
149935,EAS,call,D,14,pm,2013,10,6,69,139
378993,EAS,call,A,14,pm,2017,7,3,86,123
158055,EAS,call,B,14,pm,2013,12,15,69,61
191964,EAS,song,B,14,pm,2012,3,28,87,128
235428,EAS,song,C,15,pm,2015,4,12,85,127
137101,EAS,song,C,16,pm,2011,7,20,79,156
137835,EAS,call,C,16,pm,2013,6,8,39,112
5130,EAS,call,B,17,pm,2005,12,30,87,132
313354,EAS,song,B,17,pm,2016,4,20,137,120
375493,EAS,call,A,18,pm,2017,5,17,85,131
310072,EAS,call,B,18,pm,2016,3,30,78,129
316544,EAS,call,C,19,pm,2016,5,12,84,130
321819,EAS,song,B,19,pm,2016,6,9,84,128
323217,EAS,song,no score,20,pm,2016,6,19,84,123
124070,EAS,call,B,21,pm,2012,10,28,87,133
387945,GRE,song,B,6,am,2017,9,3,86,130
81030,GRE,?,B,6,am,2002,11,20,59,64
14729,GRE,?,B,6,am,2006,11,30,27,138
389129,GRE,song,no score,6,am,2014,10,28,35,61
299610,GRE,song,no score,6,am,2011,7,21,141,45
299147,GRE,song,no score,6,am,2011,8,31,151,169
286369,GRE,song,no score,6,am,2015,10,20,68,152
110826,GRE,call,B,6,am,2012,10,10,59,63
205977,GRE,song,A,6,am,2014,1,31,62,66
358825,GRE,song,A,6,am,2016,9,25,85,133
221674,GRE,song,A,6,am,2004,7,28,59,77
221673,GRE,song,A,6,am,2004,7,28,37,69
299158,GRE,song,no score,7,am,2011,8,31,60,64
278068,GRE,song,no score,7,am,2015,9,6,149,155
221676,GRE,song,A,7,am,2004,7,28,126,25
221675,GRE,song,A,7,am,2004,7,28,54,68
196407,GRE,song,A,7,am,2014,9,3,83,131
81027,GRE,?,A,7,am,1999,6,28,88,143
17578,GRE,song,A,7,am,2005,4,16,58,65
290233,GRE,song,B,7,am,1998,3,22,65,75
206678,GRE,song,A,7,am,2014,8,6,54,72
72980,GRE,song,B,7,am,2010,8,30,32,126
389469,GRE,song,no score,7,am,2014,3,22,64,70
143234,GRE,song,A,7,am,2013,7,14,54,81
141683,GRE,song,B,7,am,2011,8,6,53,67
115916,GRE,song,B,7,am,2011,10,1,55,67
62671,GRE,song,A,7,am,2010,9,22,59,78
77917,GRE,song,A,7,am,2011,5,8,62,66
241793,GRE,song,A,7,am,2014,8,30,73,61
210152,GRE,song,A,8,am,2014,12,14,62,67
142719,GRE,song,A,8,am,2012,8,20,57,78
396419,GRE,song,B,8,am,2017,11,12,63,66
145503,GRE,song,B,8,am,2006,1,16,53,69
11743,GRE,song,B,8,am,2007,3,17,27,147
393881,GRE,call,C,8,am,2017,11,20,32,135
187193,GRE,song,A,8,am,2013,9,28,146,23
62446,GRE,song,A,8,am,2010,8,31,18,140
11825,GRE,song,B,8,am,2006,9,12,27,146
359165,GRE,song,no score,8,am,2017,3,11,75,151
340294,GRE,song,A,8,am,2016,10,26,72,136
334189,GRE,call,A,8,am,2016,9,9,54,70
268894,GRE,song,A,8,am,2015,8,17,133,38
388441,GRE,song,B,8,am,2017,9,29,90,134
388119,GRE,song,B,8,am,2017,9,10,81,147
158748,GRE,song,B,8,am,2013,12,19,138,44
154345,GRE,song,B,8,am,2012,12,30,143,163
4598,GRE,song,B,8,am,2004,8,16,12,139
128416,GRE,song,C,8,am,2010,6,6,145,27
174492,GRE,song,A,8,am,2011,5,24,57,76
283150,GRE,song,A,8,am,2002,11,20,123,127
15832,GRE,call,D,8,am,2007,8,8,26,147
283151,GRE,song,A,8,am,2002,11,20,136,168
70075,GRE,song,B,8,am,2006,3,12,40,145
11415,GRE,?,B,8,am,2007,1,23,32,127
22520,GRE,song,B,8,am,2008,7,15,35,148
174547,GRE,"""call, song""",A,9,am,2013,8,15,51,149
115450,GRE,song,A,9,am,2012,10,4,69,62
403198,GRE,song,B,9,am,2017,11,5,51,68
75570,GRE,call,A,9,am,2011,2,17,73,139
385715,GRE,song,B,9,am,2013,6,30,140,96
36909,GRE,song,A,9,am,2009,7,15,91,131
173336,GRE,song,B,10,am,2013,4,26,86,131
8176,GRE,song,B,10,am,2006,10,24,41,145
312884,GRE,song,no score,10,am,2016,4,16,69,149
244251,GRE,song,B,10,am,2014,11,8,23,141
319588,GRE,song,A,11,am,2016,5,7,71,143
234763,GRE,song,no score,13,pm,2014,2,25,42,58
144004,GRE,song,A,14,pm,2013,7,29,72,65
170248,GRE,song,A,17,pm,2014,3,16,144,60
139847,LES,call,B,0,am,2013,6,23,76,47
42584,LES,call,A,5,am,2009,6,20,88,57
343848,LES,call,A,6,am,2016,7,30,78,45
183593,LES,call,A,6,am,2014,6,24,153,109
312712,LES,call,B,6,am,2016,4,17,79,53
153027,LES,call,B,6,am,2013,6,26,82,51
11721,LES,call,C,6,am,2006,7,20,64,60
154791,LES,call,E,6,am,2013,6,5,152,109
160323,LES,call,B,6,am,2013,5,5,81,53
321383,LES,"""call, song""",A,6,am,2016,6,10,57,58
377860,LES,call,B,6,am,2000,6,11,67,94
160292,LES,call,B,6,am,2013,5,4,142,58
159404,LES,call,B,6,am,2012,9,1,79,68
377861,LES,call,B,6,am,2000,6,11,75,54
160493,LES,call,A,6,am,2013,5,19,112,61
160294,LES,call,B,6,am,2013,5,4,84,46
220910,LES,call,B,7,am,1998,3,20,80,52
81078,LES,song,B,7,am,2011,6,8,124,77
393734,LES,call,A,7,am,2017,6,24,47,114
103452,LES,call,B,7,am,2012,5,6,80,54
160500,LES,call,A,7,am,2013,5,19,81,53
129073,LES,call,B,7,am,2013,4,7,81,47
320102,LES,call,A,7,am,2016,6,3,75,69
59951,LES,call,A,7,am,2010,7,28,140,96
59950,LES,call,B,7,am,2010,7,28,85,51
59949,LES,call,B,7,am,2010,7,28,81,53
59948,LES,call,B,7,am,2010,7,28,81,49
212929,LES,call,A,7,am,2015,2,8,90,37
323533,LES,call,A,8,am,2016,6,21,86,63
322772,LES,call,A,8,am,2016,6,19,141,113
323534,LES,call,B,8,am,2016,6,21,78,58
312747,LES,call,B,8,am,2016,4,16,143,67
165080,LES,call,B,8,am,2014,1,18,155,108
220905,LES,call,A,8,am,2007,2,18,77,50
160339,LES,call,A,8,am,2013,5,5,92,44
169201,LES,call,B,8,am,2014,2,25,84,43
398815,LES,call,B,8,am,2018,1,7,77,49
399993,LES,"""call, song""",C,8,am,2018,1,21,81,39
169196,LES,call,A,8,am,2014,3,1,73,62
169200,LES,call,B,8,am,2014,2,25,85,57
169198,LES,call,B,8,am,2014,3,1,76,89
169202,LES,call,A,8,am,2014,2,25,125,75
169205,LES,call,A,8,am,2014,3,1,75,50
169204,LES,call,A,8,am,2014,3,1,78,58
147349,LES,call,B,8,am,2013,8,25,78,44
102212,LES,call,B,8,am,2012,5,27,75,101
164564,LES,call,A,8,am,2014,1,11,76,53
169203,LES,call,A,8,am,2014,2,25,152,106
357658,LES,call,A,8,am,2017,2,13,82,68
361296,LES,call,no score,9,am,2017,3,25,92,33
388612,LES,call,A,9,am,2015,9,23,80,56
29509,LES,call,A,9,am,2008,5,30,87,38
388613,LES,call,B,9,am,2015,9,23,80,50
220907,LES,call,B,9,am,2003,4,19,85,52
181058,LES,call,B,9,am,2014,4,12,126,71
164630,LES,call,B,9,am,2014,1,12,70,60
148697,LES,call,B,9,am,2012,11,25,69,53
56424,LES,call,B,9,am,2008,4,7,54,150
161306,LES,call,A,9,am,2013,11,7,163,114
318018,LES,call,B,9,am,2016,5,2,143,65
357662,LES,call,B,9,am,2017,2,13,85,36
406225,LES,call,B,9,am,2018,3,16,79,53
62728,LES,call,B,9,am,2010,9,26,73,54
388615,LES,call,B,9,am,2015,9,23,149,105
210719,LES,call,B,9,am,1990,2,12,79,64
97354,LES,call,B,9,am,2012,3,25,61,41
129365,LES,call,D,9,am,2000,10,14,151,109
357666,LES,call,A,9,am,2017,2,13,145,105
352547,LES,call,A,9,am,2015,4,13,158,82
321767,LES,call,A,9,am,2015,5,17,63,53
302410,LES,call,A,10,am,2014,6,4,72,53
302409,LES,call,A,10,am,2014,6,4,70,108
253361,LES,call,A,10,am,2015,6,21,82,57
172443,LES,call,B,10,am,2013,4,5,55,103
95719,LES,call,B,10,am,2008,8,4,70,47
371803,LES,call,A,10,am,2017,5,15,147,91
204242,LES,call,B,10,am,2014,11,28,83,58
139866,LES,call,B,10,am,2013,5,27,81,43
103966,LES,call,B,10,am,2012,6,17,83,53
103965,LES,call,B,10,am,2012,6,17,65,57
251993,LES,call,A,11,am,2013,11,10,67,60
34783,LES,call,A,11,am,2008,5,28,87,60
34782,LES,call,A,11,am,2008,5,28,142,88
56422,LES,call,C,11,am,2008,5,3,161,93
56420,LES,song,C,11,am,2008,5,3,78,50
190805,LES,call,B,11,am,2014,8,13,79,46
389973,LES,call,A,11,am,2016,4,27,152,106
293298,LES,call,A,11,am,2015,12,1,86,61
95718,LES,call,B,11,am,2005,10,4,147,106
95717,LES,call,B,11,am,2004,8,4,91,45
173541,LES,call,B,12,pm,2012,4,30,140,67
143721,LES,call,B,12,pm,2013,7,7,51,38
398883,LES,song,C,12,pm,2017,12,30,85,51
160794,LES,call,A,12,pm,2013,6,17,145,96
233794,LES,call,C,12,pm,2015,3,31,152,95
109316,LES,call,A,12,pm,2012,9,4,72,69
220908,LES,call,B,12,pm,2003,4,18,88,50
173549,LES,call,C,12,pm,2012,5,2,87,46
110105,LES,call,A,13,pm,2012,6,8,31,111
173551,LES,song,B,13,pm,2012,5,14,72,55
386100,LES,call,no score,13,pm,2017,5,19,148,105
138333,LES,call,C,13,pm,2013,5,12,84,55
234162,LES,call,C,14,pm,2015,4,3,82,53
128235,LES,call,B,15,pm,2013,4,1,87,53
128228,LES,call,B,15,pm,2013,4,1,85,57
34862,LES,call,A,15,pm,2009,5,24,75,48
95725,LES,call,B,15,pm,2011,6,24,146,98
149942,LES,call,A,15,pm,2013,10,5,76,46
105256,LES,call,B,16,pm,2012,4,3,50,47
172489,LES,call,A,16,pm,2013,5,13,121,72
281906,LES,call,C,16,pm,2015,9,18,60,77
281905,LES,call,D,16,pm,2015,9,18,52,141
177796,LES,call,B,16,pm,2014,5,9,69,92
95722,LES,call,B,16,pm,2009,8,5,67,57
95720,LES,call,B,16,pm,2009,8,5,65,104
95723,LES,call,B,16,pm,2009,8,5,45,110
95724,LES,call,B,16,pm,2009,8,5,84,50
316533,LES,call,A,17,pm,2016,5,14,92,44
220909,LES,call,B,17,pm,2003,4,18,121,85
173992,LES,call,B,17,pm,2014,4,6,86,51
170706,LES,call,B,17,pm,2014,3,22,83,60
318822,LES,call,A,17,pm,2016,5,12,91,52
385127,LES,call,A,17,pm,2017,9,2,78,54
173884,LES,call,A,17,pm,2014,4,10,66,158
329010,LES,call,B,17,pm,2016,6,4,138,69
234990,LES,call,B,18,pm,2015,4,9,142,112
21391,LES,call,B,18,pm,2007,3,16,81,52
255699,LES,call,C,18,pm,2015,7,7,121,79
197938,LES,call,A,18,pm,2014,9,28,92,47
159950,LES,call,B,18,pm,2013,2,17,41,107
160790,LES,call,B,18,pm,2013,6,16,77,35
76499,LES,call,A,18,pm,2011,4,23,65,76
235014,LES,call,C,19,pm,2015,4,7,76,57
138711,LES,call,B,19,pm,2013,6,17,146,100
160035,LES,call,A,20,pm,2013,3,22,150,86
336335,LES,call,A,21,pm,2016,9,6,143,93
308144,LES,call,C,21,pm,2016,3,16,50,100
143640,LES,call,C,22,pm,2013,5,20,83,49
293867,LES,call,no score,23,pm,2015,6,8,77,59
152344,LES,call,C,23,pm,2013,6,4,137,94
305015,ORA,call,A,0,am,2015,4,12,68,46
15185,ORA,song,B,5,am,2007,5,6,108,81
244585,ORA,call,B,6,am,2013,4,16,53,48
29512,ORA,song,B,6,am,2008,6,20,64,150
370491,ORA,song,A,6,am,2017,5,12,98,61
137541,ORA,song,C,6,am,2013,6,6,125,80
375653,ORA,song,no score,6,am,2017,6,10,130,70
375008,ORA,"""call, song""",A,6,am,2017,6,6,62,45
163254,ORA,song,B,6,am,2013,6,2,55,49
137054,ORA,"""call, song""",B,6,am,2013,6,4,60,49
343931,ORA,song,B,6,am,2016,4,25,121,71
343932,ORA,song,B,6,am,2016,4,25,124,78
321528,ORA,call,C,6,am,2016,5,25,48,28
376462,ORA,call,no score,7,am,2017,6,21,45,55
333285,ORA,call,A,7,am,2016,9,4,34,103
168045,ORA,"""call, song""",B,7,am,2012,4,1,126,78
196755,ORA,call,A,7,am,2014,9,18,45,107
54456,ORA,song,B,7,am,2010,5,12,59,33
138489,ORA,song,C,7,am,2013,6,15,128,64
313625,ORA,call,B,7,am,2016,4,24,128,77
168013,ORA,call,B,7,am,2007,4,26,91,60
168012,ORA,call,B,7,am,2009,2,8,52,148
168011,ORA,"""call, song""",B,7,am,2012,3,12,69,49
168010,ORA,"""call, song""",B,7,am,2013,2,16,45,56
168009,ORA,song,B,7,am,2013,2,16,122,69
168008,ORA,song,B,7,am,2013,2,16,44,54
168007,ORA,song,B,7,am,2012,3,25,51,149
370944,ORA,song,A,7,am,2017,5,13,97,41
312729,ORA,"""call, song""",B,7,am,2016,4,16,117,74
174397,ORA,"""call, song""",A,7,am,2014,3,15,61,31
143797,ORA,song,B,7,am,2013,7,7,128,68
362328,ORA,call,A,8,am,2017,3,31,122,76
322769,ORA,call,A,8,am,2016,6,19,95,55
306851,ORA,call,A,8,am,2016,3,13,115,74
168057,ORA,call,A,8,am,2008,12,28,124,75
370005,ORA,call,B,8,am,2017,3,8,63,14
356765,ORA,song,B,8,am,2017,2,25,60,41
287347,ORA,call,B,8,am,2015,10,12,125,77
287345,ORA,call,B,8,am,2015,10,12,77,44
168056,ORA,call,B,8,am,2008,12,28,65,43
168055,ORA,song,B,8,am,2009,4,27,128,63
168006,ORA,song,B,8,am,2009,5,11,115,70
87749,ORA,call,B,8,am,2011,9,28,69,51
15184,ORA,song,A,8,am,2007,3,27,121,77
145940,ORA,"""call, song""",B,8,am,2013,8,1,77,37
145941,ORA,call,A,8,am,2013,8,1,56,41
101903,ORA,song,B,8,am,2012,5,16,71,108
164758,ORA,call,A,8,am,2014,1,14,66,37
312725,ORA,call,A,8,am,2016,4,16,55,152
287307,ORA,call,B,8,am,2015,10,11,56,50
312728,ORA,call,B,8,am,2016,4,16,63,30
145938,ORA,call,A,8,am,2013,8,9,59,50
312726,ORA,call,B,8,am,2016,4,16,59,64
145939,ORA,call,C,8,am,2013,8,9,121,69
318897,ORA,song,A,8,am,2016,5,25,62,41
397019,ORA,call,B,8,am,2017,12,23,114,56
370056,ORA,song,B,8,am,2017,3,8,114,80
316238,ORA,call,B,8,am,2015,4,11,53,42
313505,ORA,song,B,8,am,2016,4,23,61,41
168041,ORA,song,B,8,am,2007,4,26,123,70
168037,ORA,song,B,8,am,2014,2,1,60,40
168014,ORA,call,B,8,am,2007,3,31,118,93
388705,ORA,call,C,8,am,2016,2,13,54,17
304166,ORA,call,C,8,am,2016,2,20,55,34
42452,ORA,"""call, song""",B,8,am,2009,6,3,138,110
174398,ORA,song,B,8,am,2014,3,16,120,73
316284,ORA,song,A,8,am,2016,5,1,56,38
316285,ORA,song,A,8,am,2016,5,1,50,29
71462,ORA,scold,D,8,am,2011,2,9,57,46
33585,ORA,song,A,8,am,2009,4,27,124,80
18383,ORA,song,A,8,am,2008,3,9,70,39
388598,ORA,call,A,9,am,2015,9,8,45,55
313159,ORA,song,A,9,am,2016,3,20,59,47
308401,ORA,call,A,9,am,2016,3,23,104,80
360933,ORA,song,B,9,am,2017,2,19,114,80
356775,ORA,song,B,9,am,2017,2,25,112,65
351543,ORA,song,B,9,am,2017,1,20,113,72
325166,ORA,song,B,9,am,2013,4,8,63,49
233656,ORA,song,B,9,am,2015,3,29,78,21
168053,ORA,call,B,9,am,2008,1,5,119,67
168051,ORA,"""call, song""",B,9,am,2009,3,9,123,84
168047,ORA,song,B,9,am,2010,3,6,57,42
327787,ORA,call,C,9,am,2016,7,11,61,41
254693,ORA,call,C,9,am,2015,5,20,128,80
243409,ORA,song,C,9,am,2015,5,13,62,42
163252,ORA,"""call, song""",D,9,am,2013,4,16,110,69
141477,ORA,call,D,9,am,2013,4,8,94,49
363065,ORA,call,A,9,am,2017,4,5,121,71
391655,ORA,call,B,9,am,2017,10,19,62,42
388720,ORA,call,B,9,am,2017,4,4,123,77
324975,ORA,call,B,9,am,2016,6,29,67,53
180289,ORA,call,B,9,am,2014,2,24,58,54
168054,ORA,call,B,9,am,2007,6,24,90,64
89187,ORA,call,B,9,am,2011,10,5,65,34
170060,ORA,call,B,9,am,2014,3,16,59,42
192728,ORA,"""call, song""",B,9,am,2014,4,12,124,72
169265,ORA,call,B,9,am,2014,3,4,135,54
360979,ORA,call,no score,9,am,2017,1,18,56,39
360978,ORA,call,no score,10,am,2017,1,18,124,67
348110,ORA,song,A,10,am,2016,12,27,54,52
309396,ORA,call,A,10,am,2016,3,15,64,77
59158,ORA,song,A,10,am,2010,5,8,82,33
52353,ORA,song,A,10,am,2010,5,23,122,69
52352,ORA,song,A,10,am,2010,5,23,127,75
382862,ORA,song,B,10,am,2017,7,25,58,40
380308,ORA,song,B,10,am,2017,7,18,108,70
327793,ORA,call,B,10,am,2016,7,11,57,29
310901,ORA,call,B,10,am,2016,4,5,47,44
310900,ORA,call,B,10,am,2016,4,5,54,44
282285,ORA,call,B,10,am,2015,3,13,48,31
282284,ORA,call,B,10,am,2015,3,13,55,42
282283,ORA,call,B,10,am,2015,3,13,123,75
305160,ORA,song,C,10,am,2016,2,28,132,66
163249,ORA,call,C,10,am,2012,12,26,105,77
349426,ORA,call,D,10,am,2017,1,7,131,78
387175,ORA,song,B,10,am,2017,8,30,66,55
269616,ORA,call,B,10,am,2015,7,5,61,35
313674,ORA,song,D,10,am,2016,4,22,55,38
167849,ORA,call,A,10,am,2014,2,17,124,56
310835,ORA,song,A,10,am,2015,5,22,120,83
368804,ORA,song,B,10,am,2017,5,10,54,147
240174,ORA,call,B,10,am,2015,4,4,61,31
391437,ORA,call,C,10,am,2017,10,19,65,58
308403,ORA,call,C,10,am,2016,3,22,119,77
163245,ORA,song,C,10,am,2012,5,20,124,78
97240,ORA,call,C,10,am,2012,3,22,48,55
236500,ORA,?,D,10,am,2015,4,18,120,77
387176,ORA,call,B,10,am,2017,8,30,64,43
18385,ORA,song,A,10,am,2008,3,9,124,74
33596,ORA,song,A,10,am,2009,4,26,68,38
138583,ORA,song,B,10,am,2013,6,16,39,31
372260,ORA,"""call, song""",B,11,am,2017,5,27,142,113
141164,ORA,call,B,11,am,2013,4,12,119,73
131068,ORA,song,B,11,am,2012,4,12,129,86
163236,ORA,song,C,11,am,2012,4,23,147,106
97374,ORA,"""call, song""",A,11,am,2012,3,25,119,72
70949,ORA,call,B,11,am,2011,1,30,110,78
70950,ORA,call,B,11,am,2011,1,30,70,49
78695,ORA,song,E,11,am,2011,5,25,68,54?
371490,ORA,call,B,11,am,2017,5,15,54,106
77286,ORA,song,B,11,am,2011,5,1,122,81
58467,ORA,"""call, song""",C,11,am,2010,7,18,127,64
101646,ORA,"""call, song""",A,11,am,2012,5,12,54,39
305136,ORA,song,A,12,pm,2016,2,28,66,44
254692,ORA,song,C,12,pm,2015,5,22,63,44
72805,ORA,call,B,12,pm,2011,3,0,95,62
100238,ORA,song,B,12,pm,2012,5,2,84,58
186455,ORA,call,C,12,pm,2014,7,10,116,95
184189,ORA,song,C,12,pm,2012,5,13,64,38
163246,ORA,call,E,12,pm,2012,10,12,67,54
29511,ORA,call,A,12,pm,2008,6,21,126,66
29510,ORA,"""call, song""",A,12,pm,2008,6,21,119,75
350299,ORA,"""call, song""",A,13,pm,2017,1,13,127,77
311712,ORA,call,A,13,pm,2016,3,19,61,41
174892,ORA,call,A,13,pm,2014,4,16,62,37
391445,ORA,call,B,13,pm,2017,10,19,121,76
351452,ORA,call,B,13,pm,2017,1,19,121,75
311713,ORA,call,B,13,pm,2016,3,19,59,44
297110,ORA,call,B,13,pm,2015,12,12,61,41
297109,ORA,call,B,13,pm,2015,12,12,61,45
131036,ORA,call,B,13,pm,2013,4,13,116,46
287365,ORA,call,C,13,pm,2015,10,22,120,87
163235,ORA,call,D,13,pm,2010,7,14,63,41
236017,ORA,call,A,13,pm,2015,4,15,132,76
233743,ORA,"""call, song""",C,13,pm,2015,3,31,65,51
172590,ORA,song,A,13,pm,2014,3,10,62,56
244588,ORA,call,B,13,pm,2013,4,19,124,69
244587,ORA,call,B,13,pm,2013,4,19,112,73
216382,ORA,song,B,13,pm,2015,3,10,64,49
287295,ORA,call,B,13,pm,2015,10,10,112,90
395423,ORA,call,A,14,pm,2017,1,21,62,41
239649,ORA,song,C,14,pm,2015,5,2,62,43
175788,ORA,call,B,14,pm,2014,4,18,60,33
385825,ORA,call,A,15,pm,2016,2,14,130,70
385824,ORA,call,A,15,pm,2016,2,14,56,39
299480,ORA,call,B,15,pm,2015,6,8,47,149
60068,ORA,call,A,15,pm,2010,8,8,124,77
405512,ORA,call,C,15,pm,2018,1,23,61,40
169186,ORA,call,B,16,pm,2014,3,8,59,46
299474,ORA,call,A,16,pm,2015,6,8,124,76
76984,ORA,call,C,16,pm,2011,4,22,119,73
163250,ORA,call,C,16,pm,2013,1,21,67,35
363521,ORA,song,B,17,pm,2017,4,8,34,45
310945,ORA,?,B,17,pm,2016,4,8,110,69
363522,ORA,song,B,17,pm,2017,4,8,109,47
234173,ORA,call,C,17,pm,2015,4,3,53,158
138137,ORA,call,C,18,pm,2013,6,9,70,32
15187,ORA,song,B,18,pm,2007,5,11,88,50
390595,ORA,song,B,18,pm,2017,5,27,141,113
15186,ORA,call,A,18,pm,2007,5,7,55,38
373495,ORA,call,B,18,pm,2017,4,17,65,36
373258,ORA,song,B,18,pm,2017,4,4,60,33
135702,ORA,call,B,18,pm,2013,5,20,129,75
282287,ORA,song,B,19,pm,2015,5,2,123,72
282286,ORA,song,B,19,pm,2015,5,2,123,76
383483,ORA,song,A,19,pm,2017,5,5,62,42
65820,ORD,song,B,4,am,2010,5,24,135,116
65819,ORD,song,B,4,am,2010,5,24,125,95
160606,ORD,song,B,4,am,2013,5,28,142,113
184629,ORD,song,A,4,am,2014,5,10,139,111
325438,ORD,song,no score,4,am,2016,5,14,158,125
157341,ORD,song,D,5,am,2013,5,18,142,110
153181,ORD,call,D,5,am,2013,6,21,144,113
179722,ORD,call,A,5,am,2014,5,24,134,110
185117,ORD,call,A,5,am,2014,6,8,142,109
373404,ORD,call,A,5,am,2015,5,31,137,113
320475,ORD,call,A,5,am,2016,6,5,124,107
193146,ORD,"""call, song""",B,5,am,2014,6,22,142,111
