"File_ID","English_name","Vocalization_type","Quality","Time","AM_PM","Year","Month","Day","X","Y"
"306856","Canadian Cootamum","call","B","18:15","pm","2016","3","12","33","135"
"358026","Canadian Cootamum","call","B","18:21","pm","2017","3","5","30","146"
"217781","Canadian Cootamum","call","D","18:25","pm","2015","2","8","43","124"
"358027","Canadian Cootamum","call","A","18:28","pm","2017","3","5","76","151"
"217792","Canadian Cootamum","call","C","18:28","pm","2015","2","8","31","134"
"217801","Canadian Cootamum","call","C","18:29","pm","2015","2","8","64","157"
"360916","Canadian Cootamum","call","A","18:30","pm","2017","3","22","52","168"
"217815","Canadian Cootamum","call","A","18:30","pm","2015","2","8","32","136"
"358052","Canadian Cootamum","call","B","18:30","pm","2017","3","5","26","141"
"217817","Canadian Cootamum","call","B","18:30","pm","2015","2","8","30","128"
"217829","Canadian Cootamum","call","B","18:33","pm","2015","2","8","59","77"
"31861","Canadian Cootamum","?","C","18:34","pm","2009","3","7","38","144"
"217832","Canadian Cootamum","call","B","18:35","pm","2015","2","8","30","144"
"217831","Canadian Cootamum","call","C","18:35","pm","2015","2","8","36","134"
"167153","Canadian Cootamum","song","B","18:56","pm","2014","2","7","30","139"
"362651","Canadian Cootamum","call","A","19:00","pm","2017","4","2","37","129"
"318915","Canadian Cootamum","call","B","19:00","pm","2015","3","28","33","137"
"45508","Canadian Cootamum","call","B","19:10","pm","2010","3","16","33","134"
"45509","Canadian Cootamum","song","C","19:10","pm","2010","3","16","137","43"
"325432","Canadian Cootamum","call","A","19:30","pm","2016","5","13","142","99"
"312946","Canadian Cootamum","call","B","19:30","pm","2016","4","18","36","135"
"312954","Canadian Cootamum","call","D","19:30","pm","2016","4","18","71","145"
"75443","Canadian Cootamum","song","D","19:40","pm","2010","3","24","32","137"
"138054","Canadian Cootamum","?","B","19:44","pm","2013","3","11","36","140"
"129225","Canadian Cootamum","call","C","19:45","pm","2013","4","8","36","139"
"218671","Canadian Cootamum","call","A","20:00","pm","2015","3","20","25","146"
"96745","Canadian Cootamum","song","A","20:00","pm","2012","3","13","124","122"
"96744","Canadian Cootamum","song","A","20:00","pm","2012","3","13","44","158"
"96743","Canadian Cootamum","song","A","20:00","pm","2012","3","13","35","149"
"96741","Canadian Cootamum","song","A","20:00","pm","2012","3","13","58","157"
"370196","Canadian Cootamum","call","B","20:00","pm","2017","5","12","13","127"
"236020","Canadian Cootamum","call","C","20:00","pm","2015","4","14","32","135"
"404839","Canadian Cootamum","call","E","20:00","pm","2017","6","5","50","134"
"363105","Canadian Cootamum","song","A","20:05","pm","2017","4","5","32","148"
"171997","Canadian Cootamum","""call, song""","B","20:15","pm","2014","3","26","138","109"
"171994","Canadian Cootamum","""call, song""","B","20:15","pm","2014","3","26","36","124"
"171991","Canadian Cootamum","""call, song""","B","20:15","pm","2014","3","26","38","135"
"93791","Canadian Cootamum","call","B","20:19","pm","2012","1","29","72","131"
"93789","Canadian Cootamum","call","B","20:19","pm","2012","1","29","53","94"
"93790","Canadian Cootamum","call","C","20:19","pm","2012","1","29","34","137"
"308295","Canadian Cootamum","""call, song""","B","20:20","pm","2016","3","23","126","112"
"305888","Canadian Cootamum","call","A","20:23","pm","2011","5","25","41","125"
"133048","Canadian Cootamum","call","B","20:27","pm","2012","4","6","34","138"
"313736","Canadian Cootamum","song","A","20:30","pm","2016","4","22","35","136"
"309337","Canadian Cootamum","call","A","20:30","pm","2016","3","28","28","144"
"237375","Canadian Cootamum","song","A","20:30","pm","2015","4","25","76","159"
"77262","Canadian Cootamum","song","A","20:30","pm","2011","2","17","39","141"
"313737","Canadian Cootamum","song","B","20:30","pm","2016","4","22","63","147"
"134501","Canadian Cootamum","call","B","20:40","pm","2013","5","17","23","144"
"99969","Canadian Cootamum","call","B","20:52","pm","2012","4","27","26","149"
"15171","Canadian Cootamum","call","B","20:52","pm","2007","5","23","35","137"
"15173","Canadian Cootamum","call","B","20:58","pm","2007","5","23","38","139"
"51754","Canadian Cootamum","song","A","21:00","pm","2009","3","14","28","114"
"305896","Canadian Cootamum","call","C","21:03","pm","2011","5","25","75","140"
"306348","Canadian Cootamum","call","B","21:05","pm","2011","5","28","43","162"
"133923","Canadian Cootamum","call","B","21:08","pm","2013","5","16","32","138"
"78342","Canadian Cootamum","call","A","21:38","pm","2011","5","15","31","137"
"96742","Canadian Cootamum","song","D","20:00","pm","2012","3","13","24","135"
"51755","Canadian Cootamum","song","C","21:00","pm","2009","3","14","73","156"
"27256","Carries Champagne Pipit","call","B","6:00","am","2008","12","20","148","65"
"27259","Carries Champagne Pipit","call","C","6:00","am","2008","12","20","132","52"
"27254","Carries Champagne Pipit","call","C","6:00","am","2008","12","20","146","52"
"344102","Carries Champagne Pipit","call","A","7:00","am","2010","1","8","155","37"
"392005","Carries Champagne Pipit","call","A","7:16","am","2017","11","5","136","36"
"209947","Carries Champagne Pipit","call","B","7:30","am","2013","12","21","143","44"
"205464","Carries Champagne Pipit","call","D","7:30","am","2014","10","23","147","36"
"209669","Carries Champagne Pipit","call","A","7:57","am","2013","11","16","135","70"
"162716","Carries Champagne Pipit","call","A","7:59","am","2013","6","9","77","129"
"335836","Carries Champagne Pipit","call","A","8:00","am","1988","9","10","121","44"
"256980","Carries Champagne Pipit","call","A","8:00","am","2014","10","8","145","39"
"295504","Carries Champagne Pipit","call","B","8:30","am","2015","12","16","149","48"
"149180","Carries Champagne Pipit","call","C","8:30","am","2013","9","28","138","48"
"147774","Carries Champagne Pipit","call","C","8:30","am","2013","9","18","48","66"
"336144","Carries Champagne Pipit","call","D","8:30","am","2016","9","23","139","42"
"199143","Carries Champagne Pipit","call","E","8:45","am","2014","9","25","135","43"
"267497","Carries Champagne Pipit","call","A","9:00","am","2015","4","7","138","48"
"303832","Carries Champagne Pipit","call","B","9:00","am","2015","12","25","139","45"
"267498","Carries Champagne Pipit","call","B","9:00","am","2015","4","7","85","152"
"91295","Carries Champagne Pipit","call","B","9:00","am","2011","12","9","142","40"
"91294","Carries Champagne Pipit","call","B","9:00","am","2011","12","9","71","67"
"91293","Carries Champagne Pipit","call","B","9:00","am","2011","12","9","29","103"
"284667","Carries Champagne Pipit","call","C","9:00","am","2015","10","11","137","44"
"267499","Carries Champagne Pipit","call","C","9:00","am","2015","5","11","128","50"
"111932","Carries Champagne Pipit","call","C","9:03","am","2012","10","22","67","140"
"88610","Carries Champagne Pipit","call","D","9:04","am","2011","10","14","141","56"
"197379","Carries Champagne Pipit","call","A","9:20","am","2014","4","17","42","34"
"197378","Carries Champagne Pipit","song","A","9:20","am","2014","4","17","119","58"
"386671","Carries Champagne Pipit","call","D","9:24","am","2017","9","18","123","27"
"24785","Carries Champagne Pipit","call","B","9:30","am","2008","11","29","73","158"
"345088","Carries Champagne Pipit","call","B","9:41","am","2016","12","4","143","49"
"405185","Carries Champagne Pipit","song","C","9:43","am","2016","6","6","141","41"
"389842","Carries Champagne Pipit","call","D","9:45","am","2017","10","15","128","47"
"334375","Carries Champagne Pipit","call","A","9:54","am","2016","9","11","116","23"
"390051","Carries Champagne Pipit","call","B","10:00","am","2017","10","15","149","49"
"367477","Carries Champagne Pipit","""call, song""","B","10:00","am","2017","5","2","142","47"
"338522","Carries Champagne Pipit","call","B","10:00","am","2016","10","15","136","32"
"113402","Carries Champagne Pipit","call","B","10:00","am","2012","7","1","146","26"
"61960","Carries Champagne Pipit","call","B","10:00","am","2010","8","6","140","43"
"61959","Carries Champagne Pipit","call","B","10:00","am","2010","8","6","128","115"
"338163","Carries Champagne Pipit","call","C","10:00","am","2016","10","15","147","52"
"199204","Carries Champagne Pipit","call","C","10:00","am","2014","10","17","137","46"
"65137","Carries Champagne Pipit","call","C","10:00","am","2010","11","7","140","43"
"113403","Carries Champagne Pipit","song","B","10:10","am","2012","7","1","86","132"
"91419","Carries Champagne Pipit","call","B","10:12","am","2011","12","13","140","38"
"149851","Carries Champagne Pipit","call","A","10:15","am","2013","5","13","140","43"
"338521","Carries Champagne Pipit","call","B","10:15","am","2016","10","15","91","125"
"321515","Carries Champagne Pipit","call","C","10:20","am","2014","10","11","140","42"
"337676","Carries Champagne Pipit","call","B","10:25","am","2016","10","1","82","157"
"340347","Carries Champagne Pipit","call","A","10:30","am","2016","10","22","136","36"
"306883","Carries Champagne Pipit","call","A","10:30","am","2015","10","19","134","39"
"152409","Carries Champagne Pipit","call","C","10:30","am","2013","10","21","152","36"
"114327","Carries Champagne Pipit","call","C","10:30","am","2012","12","9","139","43"
"397439","Carries Champagne Pipit","call","no score","11:00","am","2017","11","4","137","158"
"395909","Carries Champagne Pipit","call","A","11:00","am","2017","12","12","139","49"
"380344","Carries Champagne Pipit","call","B","11:00","am","2017","5","12","91","140"
"380150","Carries Champagne Pipit","song","B","11:00","am","2017","5","12","28","137"
"367479","Carries Champagne Pipit","""call, song""","B","11:00","am","2017","5","2","158","13"
"344100","Carries Champagne Pipit","call","B","11:00","am","2015","12","2","137","29"
"329257","Carries Champagne Pipit","call","B","11:00","am","2016","6","19","147","38"
"142690","Carries Champagne Pipit","call","C","11:00","am","2005","10","9","136","46"
"97418","Carries Champagne Pipit","call","A","11:30","am","2012","1","8","56","123"
"158454","Carries Champagne Pipit","call","C","11:30","am","2013","12","5","148","155"
"166440","Carries Champagne Pipit","call","D","11:30","am","2005","10","9","32","137"
"198897","Carries Champagne Pipit","call","B","12:00","pm","2013","11","2","131","59"
"175348","Carries Champagne Pipit","call","B","12:00","pm","2014","4","19","49","62"
"386506","Carries Champagne Pipit","call","E","12:00","pm","2017","9","16","144","131"
"392818","Carries Champagne Pipit","call","B","12:37","pm","2014","12","14","67","166"
"397437","Carries Champagne Pipit","call","no score","13:00","pm","2017","10","31","138","46"
"397429","Carries Champagne Pipit","call","no score","13:00","pm","2017","11","2","138","46"
"338753","Carries Champagne Pipit","call","C","13:20","pm","2016","10","14","140","41"
"338754","Carries Champagne Pipit","call","D","13:21","pm","2016","10","14","119","53"
"395981","Carries Champagne Pipit","call","C","14:00","pm","2017","12","12","129","48"
"356568","Carries Champagne Pipit","call","A","15:00","pm","2017","2","23","145","51"
"180593","Carries Champagne Pipit","call","E","15:00","pm","2013","10","13","141","41"
"91296","Carries Champagne Pipit","call","C","15:08","pm","2011","12","4","157","152"
"91298","Carries Champagne Pipit","call","B","15:09","pm","2011","12","4","147","59"
"91297","Carries Champagne Pipit","call","C","15:09","pm","2011","12","4","45","64"
"91303","Carries Champagne Pipit","call","B","15:13","pm","2011","12","4","135","44"
"91299","Carries Champagne Pipit","call","B","15:16","pm","2011","12","3","140","62"
"91300","Carries Champagne Pipit","call","B","15:17","pm","2011","12","3","121","44"
"91301","Carries Champagne Pipit","call","C","15:24","pm","2011","12","3","142","54"
"391081","Carries Champagne Pipit","call","C","15:30","pm","2017","10","28","107","106"
"391080","Carries Champagne Pipit","call","C","15:30","pm","2017","10","28","138","44"
"358132","Carries Champagne Pipit","call","C","15:30","pm","2017","2","1","141","43"
"358383","Carries Champagne Pipit","call","B","16:00","pm","2016","6","2","136","38"
"357183","Carries Champagne Pipit","call","B","16:00","pm","2017","2","26","146","46"
"328304","Carries Champagne Pipit","call","C","16:00","pm","2016","2","26","131","39"
"112478","Carries Champagne Pipit","call","C","16:30","pm","2012","10","26","138","40"
"306366","Carries Champagne Pipit","call","A","17:00","pm","2016","3","5","78","84"
"61943","Carries Champagne Pipit","call","A","17:00","pm","2010","7","31","135","43"
"61944","Carries Champagne Pipit","call","B","17:00","pm","2010","7","31","137","45"
"390542","Carries Champagne Pipit","call","C","17:00","pm","2017","10","22","134","52"
"391082","Carries Champagne Pipit","call","B","18:30","pm","2017","10","28","167","22"
"405209","Carries Champagne Pipit","call","A","19:22","pm","2016","6","20","138","44"
"405206","Carries Champagne Pipit","call","B","19:37","pm","2016","6","20","136","40"
"353842","Carries Champagne Pipit","call","A","?","?","2015","10","4","40","159"
"90049","Carries Champagne Pipit","call","A","?","?","2011","11","9","144","62"
"65790","Carries Champagne Pipit","call","A","?","?","2010","9","26","136","41"
"101108","Carries Champagne Pipit","call","B","?","?","2012","10","15","140","46"
"44798","Carries Champagne Pipit","call","B","?","?","2010","1","6","139","44"
"44797","Carries Champagne Pipit","call","B","?","?","2010","1","6","134","47"
"110812","Carries Champagne Pipit","call","C","?","?","2012","10","6","136","52"
"90340","Carries Champagne Pipit","call","B","?","am","2011","11","18","34","137"
"374320","Darkwing Sparrow","call","A","0:30","am","2017","5","27","58","141"
"388296","Darkwing Sparrow","song","A","5:30","am","2017","9","30","78","136"
"264941","Darkwing Sparrow","call","A","5:30","am","2014","6","2","57","125"
"344328","Darkwing Sparrow","song","A","5:34","am","2016","5","5","76","138"
"344330","Darkwing Sparrow","song","A","5:47","am","2016","5","5","132","115"
"384539","Darkwing Sparrow","""call, song""","A","5:54","am","2017","8","5","36","61"
"405192","Darkwing Sparrow","song","A","5:57","am","2017","4","18","41","66"
"388295","Darkwing Sparrow","song","A","6:00","am","2017","9","30","39","56"
"240216","Darkwing Sparrow","song","A","6:00","am","2015","4","28","136","39"
"240215","Darkwing Sparrow","song","A","6:00","am","2015","4","28","70","154"
"384567","Darkwing Sparrow","song","A","6:17","am","2017","4","14","71","139"
"376476","Darkwing Sparrow","call","A","6:30","am","2017","6","18","39","63"
"373844","Darkwing Sparrow","call","A","6:30","am","2017","6","5","57","76"
"352024","Darkwing Sparrow","call","A","6:30","am","2016","12","29","41","59"
"344336","Darkwing Sparrow","call","A","6:35","am","2016","5","7","14","147"
"209059","Darkwing Sparrow","song","A","6:44","am","2014","5","1","58","160"
"405292","Darkwing Sparrow","song","A","6:51","am","2017","4","17","37","74"
"405293","Darkwing Sparrow","song","A","6:53","am","2017","4","17","63","81"
"344319","Darkwing Sparrow","""call, song""","A","6:56","am","2016","3","12","22","73"
"383292","Darkwing Sparrow","call","A","7:00","am","2017","8","5","30","81"
"349815","Darkwing Sparrow","song","A","7:00","am","2007","6","30","128","43"
"349814","Darkwing Sparrow","song","A","7:00","am","2007","5","20","85","127"
"253313","Darkwing Sparrow","song","A","7:00","am","2015","6","21","57","151"
"236834","Darkwing Sparrow","""call, song""","A","7:00","am","2015","4","19","59","154"
"236476","Darkwing Sparrow","""call, song""","A","7:00","am","2015","4","18","72","139"
"239375","Darkwing Sparrow","""call, song""","A","7:02","am","2015","4","28","72","134"
"384488","Darkwing Sparrow","""call, song""","A","7:05","am","2017","3","26","59","146"
"384490","Darkwing Sparrow","call","A","7:10","am","2017","3","26","69","140"
"377232","Darkwing Sparrow","song","A","7:11","am","2017","3","3","41","64"
"351547","Darkwing Sparrow","song","A","7:24","am","2017","1","20","132","109"
"376566","Darkwing Sparrow","call","A","7:50","am","2017","6","17","40","61"
"374569","Darkwing Sparrow","call","A","7:57","am","2017","4","28","36","58"
"381853","Darkwing Sparrow","call","A","8:00","am","2017","7","29","136","39"
"358971","Darkwing Sparrow","call","A","8:00","am","2017","3","11","108","139"
"382524","Darkwing Sparrow","call","A","8:20","am","2017","7","26","97","125"
"281738","Darkwing Sparrow","song","A","8:20","am","2007","2","4","144","158"
"192305","Darkwing Sparrow","""call, song""","A","8:22","am","2014","4","24","69","158"
"192306","Darkwing Sparrow","""call, song""","A","8:28","am","2014","4","24","78","149"
"405237","Darkwing Sparrow","song","A","8:29","am","2017","4","8","40","56"
"281739","Darkwing Sparrow","song","A","8:30","am","2007","2","4","83","136"
"237290","Darkwing Sparrow","call","A","8:30","am","2015","4","25","72","151"
"237289","Darkwing Sparrow","call","A","8:30","am","2015","4","25","84","153"
"396464","Darkwing Sparrow","call","A","9:00","am","2017","12","10","42","68"
"385838","Darkwing Sparrow","call","A","9:00","am","2015","6","12","81","139"
"379470","Darkwing Sparrow","""call, song""","A","9:00","am","2017","7","3","39","66"
"233433","Darkwing Sparrow","""call, song""","A","9:15","am","1999","1","6","69","157"
"390512","Darkwing Sparrow","call","A","9:30","am","2017","10","22","43","68"
"356114","Darkwing Sparrow","call","A","9:30","am","2017","2","18","39","61"
"403458","Darkwing Sparrow","call","A","10:00","am","2018","2","24","42","60"
"388579","Darkwing Sparrow","call","A","10:00","am","2017","9","23","138","44"
"245732","Darkwing Sparrow","song","A","10:00","am","2015","5","24","91","142"
"324840","Darkwing Sparrow","""call, song""","A","10:15","am","2016","6","25","82","135"
"364541","Darkwing Sparrow","call","A","10:30","am","2016","9","24","24","132"
"380358","Darkwing Sparrow","""call, song""","A","10:53","am","2017","6","4","43","63"
"364247","Darkwing Sparrow","""call, song""","A","11:00","am","2017","3","24","40","62"
"246976","Darkwing Sparrow","?","A","11:00","am","2015","5","19","75","158"
"400941","Darkwing Sparrow","song","A","11:30","am","2018","1","4","140","150"
"215043","Darkwing Sparrow","call","A","11:30","am","2015","2","28","73","139"
"325709","Darkwing Sparrow","""call, song""","A","11:31","am","2015","2","22","65","77"
"325716","Darkwing Sparrow","song","A","11:43","am","2015","4","6","70","180"
"402355","Darkwing Sparrow","call","A","12:03","pm","2018","2","9","62","75"
"402356","Darkwing Sparrow","call","A","12:05","pm","2018","2","9","69","149"
"402357","Darkwing Sparrow","call","A","12:06","pm","2018","2","9","74","149"
"383533","Darkwing Sparrow","call","A","12:25","pm","2016","10","2","124","124"
"404159","Darkwing Sparrow","call","A","13:00","pm","2018","1","27","12","136"
"367543","Darkwing Sparrow","call","A","13:00","pm","2017","5","3","24","72"
"402159","Darkwing Sparrow","call","A","13:29","pm","2018","2","7","54","73"
"197467","Darkwing Sparrow","call","A","13:49","pm","2014","7","28","78","148"
"392775","Darkwing Sparrow","call","A","14:00","pm","2016","1","8","139","49"
"303718","Darkwing Sparrow","call","A","14:36","pm","2016","2","7","77","141"
"383538","Darkwing Sparrow","song","A","14:50","pm","2017","1","25","138","118"
"392772","Darkwing Sparrow","call","A","14:51","pm","2014","4","21","28","69"
"210466","Darkwing Sparrow","song","A","15:00","pm","2015","1","17","73","151"
"208395","Darkwing Sparrow","call","A","15:17","pm","2014","4","16","56","153"
"210486","Darkwing Sparrow","call","A","15:40","pm","2015","1","17","73","157"
"381202","Darkwing Sparrow","call","A","16:30","pm","2017","4","11","63","79"
"344302","Darkwing Sparrow","call","A","16:53","pm","2015","6","7","47","63"
"194222","Darkwing Sparrow","call","A","17:00","pm","2003","6","18","69","159"
"344306","Darkwing Sparrow","call","A","17:20","pm","2015","6","7","38","59"
"361303","Darkwing Sparrow","call","A","18:46","pm","2017","3","25","37","73"
"377560","Darkwing Sparrow","call","A","20:00","pm","2017","6","27","37","73"
"377559","Darkwing Sparrow","call","A","20:00","pm","2017","6","27","46","63"
"281740","Darkwing Sparrow","call","A","20:35","pm","2007","5","12","78","135"
"337609","Darkwing Sparrow","call","A","?","?","2016","8","13","142","51"
"327002","Darkwing Sparrow","call","A","?","?","2016","6","2","42","67"
"213467","Darkwing Sparrow","call","A","?","?","1986","5","3","74","146"
"179719","Eastern Corn Skeet","song","B","4:45","am","2014","5","24","84","128"
"244579","Eastern Corn Skeet","song","B","5:05","am","2015","5","16","85","131"
"178126","Eastern Corn Skeet","song","A","5:20","am","2014","5","11","32","141"
"179720","Eastern Corn Skeet","call","A","5:28","am","2014","5","24","84","121"
"57258","Eastern Corn Skeet","song","A","5:30","am","2010","6","7","55","68"
"370485","Eastern Corn Skeet","song","A","5:35","am","2017","5","12","29","138"
"49875","Eastern Corn Skeet","song","A","5:50","am","2010","5","6","81","115"
"314951","Eastern Corn Skeet","song","no score","6:00","am","2016","4","19","80","126"
"388696","Eastern Corn Skeet","song","A","6:00","am","2016","4","30","121","127"
"99547","Eastern Corn Skeet","song","B","6:13","am","2012","4","15","50","65"
"132866","Eastern Corn Skeet","song","A","6:24","am","2013","5","6","142","154"
"184378","Eastern Corn Skeet","song","B","6:34","am","2012","5","17","89","127"
"137102","Eastern Corn Skeet","call","D","6:50","am","2012","6","4","69","140"
"376069","Eastern Corn Skeet","song","A","7:00","am","2017","6","6","87","131"
"165234","Eastern Corn Skeet","call","B","7:00","am","2014","1","22","83","130"
"184379","Eastern Corn Skeet","call","B","7:15","am","2013","11","16","70","140"
"184376","Eastern Corn Skeet","call","no score","7:30","am","2014","4","11","70","154"
"184377","Eastern Corn Skeet","call","B","7:30","am","2014","4","12","80","130"
"100556","Eastern Corn Skeet","song","B","7:30","am","2012","5","4","83","126"
"100555","Eastern Corn Skeet","song","B","7:30","am","2012","5","4","84","132"
"124445","Eastern Corn Skeet","song","C","7:30","am","2005","12","15","86","132"
"100108","Eastern Corn Skeet","call","C","7:30","am","2012","4","30","60","114"
"344645","Eastern Corn Skeet","call","B","7:44","am","2016","11","29","82","132"
"160470","Eastern Corn Skeet","song","B","7:49","am","2013","5","18","123","108"
"355083","Eastern Corn Skeet","call","no score","8:00","am","2017","2","5","92","132"
"317839","Eastern Corn Skeet","call","no score","8:00","am","2016","5","22","85","133"
"170055","Eastern Corn Skeet","song","B","8:00","am","2014","3","15","88","129"
"344280","Eastern Corn Skeet","call","A","8:01","am","2016","11","27","31","134"
"318747","Eastern Corn Skeet","call","A","8:10","am","2016","5","22","93","129"
"316236","Eastern Corn Skeet","song","A","8:30","am","2015","4","11","94","132"
"302533","Eastern Corn Skeet","""call, song""","B","8:30","am","2016","2","6","57","88"
"182331","Eastern Corn Skeet","song","B","8:30","am","2002","4","30","46","56"
"161099","Eastern Corn Skeet","""call, song""","A","8:53","am","2013","12","5","85","124"
"111143","Eastern Corn Skeet","song","B","9:00","am","2012","10","13","100","139"
"111142","Eastern Corn Skeet","song","B","9:00","am","2012","10","13","155","156"
"111141","Eastern Corn Skeet","song","B","9:00","am","2012","10","13","85","132"
"296933","Eastern Corn Skeet","call","C","9:00","am","2015","12","20","83","131"
"99544","Eastern Corn Skeet","call","A","9:06","am","2012","3","30","40","141"
"10175","Eastern Corn Skeet","song","A","9:10","am","2006","5","14","152","165"
"173954","Eastern Corn Skeet","song","A","9:30","am","2014","4","12","127","119"
"278231","Eastern Corn Skeet","song","B","9:34","am","2015","5","18","118","118"
"278232","Eastern Corn Skeet","song","C","9:35","am","2015","5","18","90","137"
"179848","Eastern Corn Skeet","song","B","9:37","am","2014","5","24","92","134"
"150242","Eastern Corn Skeet","song","B","9:41","am","2013","10","8","88","124"
"134509","Eastern Corn Skeet","call","B","9:52","am","2013","5","19","89","127"
"385024","Eastern Corn Skeet","song","A","10:00","am","2017","5","11","65","90"
"137100","Eastern Corn Skeet","call","C","10:00","am","2011","5","13","94","138"
"376425","Eastern Corn Skeet","song","A","10:30","am","2017","6","18","47","36"
"363519","Eastern Corn Skeet","call","A","10:30","am","2017","4","8","93","139"
"52453","Eastern Corn Skeet","call","B","10:30","am","2009","06","00","84","132"
"52451","Eastern Corn Skeet","song","B","10:30","am","2008","5","11","159","152"
"208942","Eastern Corn Skeet","song","B","10:32","am","2014","11","26","77","129"
"396262","Eastern Corn Skeet","song","C","10:48","am","2017","12","17","147","157"
"14858","Eastern Corn Skeet","""call, song""","A","10:50","am","2007","4","20","86","114"
"14857","Eastern Corn Skeet","""call, song""","A","10:50","am","2007","4","20","136","100"
"14856","Eastern Corn Skeet","call","A","10:50","am","2007","4","20","82","119"
"138039","Eastern Corn Skeet","song","B","11:00","am","2013","6","11","86","131"
"354815","Eastern Corn Skeet","call","A","11:30","am","2017","1","15","93","129"
"373508","Eastern Corn Skeet","song","B","11:30","am","2017","5","3","91","119"
"103279","Eastern Corn Skeet","song","C","11:30","am","2012","6","4","85","133"
"103278","Eastern Corn Skeet","song","C","11:30","am","2012","6","4","34","138"
"368084","Eastern Corn Skeet","song","C","11:54","am","2013","6","21","83","133"
"308402","Eastern Corn Skeet","song","A","12:00","pm","2016","3","22","71","114"
"176000","Eastern Corn Skeet","song","B","12:30","pm","2014","4","15","84","130"
"151543","Eastern Corn Skeet","call","C","13:30","pm","2013","10","16","85","128"
"286376","Eastern Corn Skeet","call","C","14:00","pm","2015","10","15","37","115"
"149935","Eastern Corn Skeet","call","D","14:20","pm","2013","10","6","69","139"
"378993","Eastern Corn Skeet","call","A","14:27","pm","2017","7","3","86","123"
"158055","Eastern Corn Skeet","call","B","14:37","pm","2013","12","15","69","61"
"191964","Eastern Corn Skeet","song","B","14:45","pm","2012","3","28","87","128"
"235428","Eastern Corn Skeet","song","C","15:00","pm","2015","4","12","85","127"
"137101","Eastern Corn Skeet","song","C","16:30","pm","2011","7","20","79","156"
"137835","Eastern Corn Skeet","call","C","16:52","pm","2013","6","8","39","112"
"5130","Eastern Corn Skeet","call","B","17:30","pm","2005","12","30","87","132"
"313354","Eastern Corn Skeet","song","B","17:53","pm","2016","4","20","137","120"
"375493","Eastern Corn Skeet","call","A","18:30","pm","2017","5","17","85","131"
"310072","Eastern Corn Skeet","call","B","18:30","pm","2016","3","30","78","129"
"316544","Eastern Corn Skeet","call","C","19:40","pm","2016","5","12","84","130"
"321819","Eastern Corn Skeet","song","B","19:58","pm","2016","6","9","84","128"
"323217","Eastern Corn Skeet","song","no score","20:48","pm","2016","6","19","84","123"
"124070","Eastern Corn Skeet","call","B","21:30","pm","2012","10","28","87","133"
"49046","Eastern Corn Skeet","song","A","?","?","2010","5","10","64","149"
"1376","Eastern Corn Skeet","song","A","?","?","2003","11","27","96","124"
"1375","Eastern Corn Skeet","call","A","?","?","2004","11","30","87","136"
"31294","Eastern Corn Skeet","song","B","?","?","2008","6","12","32","136"
"71042","Eastern Corn Skeet","song","C","?","?","2010","11","22","150","39"
"31295","Eastern Corn Skeet","song","C","?","?","2008","6","12","82","126"
"17168","Eastern Corn Skeet","call","C","?","?","2007","7","7","85","133"
"387945","Green-tipped Scarlet Pipit","song","B","6:00","am","2017","9","3","86","130"
"81030","Green-tipped Scarlet Pipit","?","B","6:05","am","2002","11","20","59","64"
"14729","Green-tipped Scarlet Pipit","?","B","6:12","am","2006","11","30","27","138"
"389129","Green-tipped Scarlet Pipit","song","no score","6:30","am","2014","10","28","35","61"
"299610","Green-tipped Scarlet Pipit","song","no score","6:30","am","2011","7","21","141","45"
"299147","Green-tipped Scarlet Pipit","song","no score","6:30","am","2011","8","31","151","169"
"286369","Green-tipped Scarlet Pipit","song","no score","6:30","am","2015","10","20","68","152"
"110826","Green-tipped Scarlet Pipit","call","B","6:40","am","2012","10","10","59","63"
"205977","Green-tipped Scarlet Pipit","song","A","6:41","am","2014","1","31","62","66"
"358825","Green-tipped Scarlet Pipit","song","A","6:42","am","2016","9","25","85","133"
"221674","Green-tipped Scarlet Pipit","song","A","6:45","am","2004","7","28","59","77"
"221673","Green-tipped Scarlet Pipit","song","A","6:45","am","2004","7","28","37","69"
"299158","Green-tipped Scarlet Pipit","song","no score","7:00","am","2011","8","31","60","64"
"278068","Green-tipped Scarlet Pipit","song","no score","7:00","am","2015","9","6","149","155"
"221676","Green-tipped Scarlet Pipit","song","A","7:00","am","2004","7","28","126","25"
"221675","Green-tipped Scarlet Pipit","song","A","7:00","am","2004","7","28","54","68"
"196407","Green-tipped Scarlet Pipit","song","A","7:00","am","2014","9","3","83","131"
"81027","Green-tipped Scarlet Pipit","?","A","7:00","am","1999","6","28","88","143"
"17578","Green-tipped Scarlet Pipit","song","A","7:00","am","2005","4","16","58","65"
"290233","Green-tipped Scarlet Pipit","song","B","7:13","am","1998","3","22","65","75"
"206678","Green-tipped Scarlet Pipit","song","A","7:16","am","2014","8","6","54","72"
"72980","Green-tipped Scarlet Pipit","song","B","7:25","am","2010","8","30","32","126"
"389469","Green-tipped Scarlet Pipit","song","no score","7:30","am","2014","3","22","64","70"
"143234","Green-tipped Scarlet Pipit","song","A","7:30","am","2013","7","14","54","81"
"141683","Green-tipped Scarlet Pipit","song","B","7:30","am","2011","8","6","53","67"
"115916","Green-tipped Scarlet Pipit","song","B","7:30","am","2011","10","1","55","67"
"62671","Green-tipped Scarlet Pipit","song","A","7:31","am","2010","9","22","59","78"
